timevar,Nats,Ntransitions,atlist,Haz_1_to_2,Haz_1_to_3,Haz_diff_1_to_2,Haz_diff_1_to_3,Haz_ratio_1_to_2,Haz_ratio_1_to_3,P_1_to_1,P_1_to_2,P_1_to_3,P_diff_1_to_1,P_diff_1_to_2,P_diff_1_to_3,P_ratio_1_to_1,P_ratio_1_to_2,P_ratio_1_to_3,Visit_1_to_1,Visit_1_to_2,Visit_1_to_3,Visit_diff_1_to_1,Visit_diff_1_to_2,Visit_diff_1_to_3,Visit_ratio_1_to_1,Visit_ratio_1_to_2,Visit_ratio_1_to_3,Los_1_to_1,Los_1_to_2,Los_1_to_3,Los_diff_1_to_1,Los_diff_1_to_2,Los_diff_1_to_3,Los_ratio_1_to_1,Los_ratio_1_to_2,Los_ratio_1_to_3,User_1,User_diff_1,User_ratio_1,Haz_1_to_2_uci,Haz_1_to_3_uci,Haz_diff_1_to_2_uci,Haz_diff_1_to_3_uci,Haz_ratio_1_to_2_uci,Haz_ratio_1_to_3_uci,P_1_to_1_uci,P_1_to_2_uci,P_1_to_3_uci,P_diff_1_to_1_uci,P_diff_1_to_2_uci,P_diff_1_to_3_uci,P_ratio_1_to_1_uci,P_ratio_1_to_2_uci,P_ratio_1_to_3_uci,Visit_1_to_1_uci,Visit_1_to_2_uci,Visit_1_to_3_uci,Visit_diff_1_to_1_uci,Visit_diff_1_to_2_uci,Visit_diff_1_to_3_uci,Visit_ratio_1_to_1_uci,Visit_ratio_1_to_2_uci,Visit_ratio_1_to_3_uci,Los_1_to_1_uci,Los_1_to_2_uci,Los_1_to_3_uci,Los_diff_1_to_1_uci,Los_diff_1_to_2_uci,Los_diff_1_to_3_uci,Los_ratio_1_to_1_uci,Los_ratio_1_to_2_uci,Los_ratio_1_to_3_uci,User_1_uci,User_diff_1_uci,User_ratio_1_uci,Haz_1_to_2_lci,Haz_1_to_3_lci,Haz_diff_1_to_2_lci,Haz_diff_1_to_3_lci,Haz_ratio_1_to_2_lci,Haz_ratio_1_to_3_lci,P_1_to_1_lci,P_1_to_2_lci,P_1_to_3_lci,P_diff_1_to_1_lci,P_diff_1_to_2_lci,P_diff_1_to_3_lci,P_ratio_1_to_1_lci,P_ratio_1_to_2_lci,P_ratio_1_to_3_lci,Visit_1_to_1_lci,Visit_1_to_2_lci,Visit_1_to_3_lci,Visit_diff_1_to_1_lci,Visit_diff_1_to_2_lci,Visit_diff_1_to_3_lci,Visit_ratio_1_to_1_lci,Visit_ratio_1_to_2_lci,Visit_ratio_1_to_3_lci,Los_1_to_1_lci,Los_1_to_2_lci,Los_1_to_3_lci,Los_diff_1_to_1_lci,Los_diff_1_to_2_lci,Los_diff_1_to_3_lci,Los_ratio_1_to_1_lci,Los_ratio_1_to_2_lci,Los_ratio_1_to_3_lci,User_1_to_lci,User_diff_1_lci,User_ratio_1_lci,Haz_2_to_3,Haz_diff_2_to_3,Haz_ratio_2_to_3,P_2_to_1,P_2_to_2,P_2_to_3,P_diff_2_to_1,P_diff_2_to_2,P_diff_2_to_3,P_ratio_2_to_1,P_ratio_2_to_2,P_ratio_2_to_3,Visit_2_to_1,Visit_2_to_2,Visit_2_to_3,Visit_diff_2_to_1,Visit_diff_2_to_2,Visit_diff_2_to_3,Visit_ratio_2_to_1,Visit_ratio_2_to_2,Visit_ratio_2_to_3,Los_2_to_1,Los_2_to_2,Los_2_to_3,Los_diff_2_to_1,Los_diff_2_to_2,Los_diff_2_to_3,Los_ratio_2_to_1,Los_ratio_2_to_2,Los_ratio_2_to_3,User_2,User_diff_2,User_ratio_2,Haz_2_to_3_uci,Haz_diff_2_to_3_uci,Haz_ratio_2_to_3_uci,P_2_to_1_uci,P_2_to_2_uci,P_2_to_3_uci,P_diff_2_to_1_uci,P_diff_2_to_2_uci,P_diff_2_to_3_uci,P_ratio_2_to_1_uci,P_ratio_2_to_2_uci,P_ratio_2_to_3_uci,Visit_2_to_1_uci,Visit_2_to_2_uci,Visit_2_to_3_uci,Visit_diff_2_to_1_uci,Visit_diff_2_to_2_uci,Visit_diff_2_to_3_uci,Visit_ratio_2_to_1_uci,Visit_ratio_2_to_2_uci,Visit_ratio_2_to_3_uci,Los_2_to_1_uci,Los_2_to_2_uci,Los_2_to_3_uci,Los_diff_2_to_1_uci,Los_diff_2_to_2_uci,Los_diff_2_to_3_uci,Los_ratio_2_to_1_uci,Los_ratio_2_to_2_uci,Los_ratio_2_to_3_uci,User_2_uci,User_diff_2_uci,User_ratio_2_uci,Haz_2_to_3_lci,Haz_diff_2_to_3_lci,Haz_ratio_2_to_3_lci,P_2_to_1_lci,P_2_to_2_lci,P_2_to_3_lci,P_diff_2_to_1_lci,P_diff_2_to_2_lci,P_diff_2_to_3_lci,P_ratio_2_to_1_lci,P_ratio_2_to_2_lci,P_ratio_2_to_3_lci,Visit_2_to_1_lci,Visit_2_to_2_lci,Visit_2_to_3_lci,Visit_diff_2_to_1_lci,Visit_diff_2_to_2_lci,Visit_diff_2_to_3_lci,Visit_ratio_2_to_1_lci,Visit_ratio_2_to_2_lci,Visit_ratio_2_to_3_lci,Los_2_to_1_lci,Los_2_to_2_lci,Los_2_to_3_lci,Los_diff_2_to_1_lci,Los_diff_2_to_2_lci,Los_diff_2_to_3_lci,Los_ratio_2_to_1_lci,Los_ratio_2_to_2_lci,Los_ratio_2_to_3_lci,User_2_to_lci,User_diff_2_lci,User_ratio_2_lci
22.8,3,3,ag2 1 ag3 0,0.00035,0.01771,6.00E-05,-0.00452,1.20693,0.7965,0.23538,0.39562,0.369,-0.004,0.06397,-0.05997,0.98329,1.19288,0.8602,1,0.58705,0.369,0,0.06909,-0.05997,1,1.13339,0.8602,2.09033,3.29731,2.21236,-0.10409,0.49347,-0.38938,0.95257,1.176,0.85034,5.38764,0.38938,1.0779,0.0023,0.02777,0.00017,0.00075,1.40266,1.03933,0.2801,0.44375,0.41664,0.0458,0.11789,-0.00444,1.21782,1.3796,0.99224,1,0.63436,0.41664,0,0.12407,-0.00444,1,1.25016,0.99224,2.4272,3.64838,2.51583,0.27191,0.88432,-0.03636,1.13958,1.33318,0.98904,5.67489,0.7424,1.1505,5.00E-05,0.01129,-5.00E-05,-0.0098,1.03851,0.6104,0.19586,0.34943,0.32379,-0.05378,0.00968,-0.11513,0.79392,1.03144,0.74573,1,0.53807,0.32379,0,0.01369,-0.11513,1,1.02752,0.74573,1.80022,2.98002,1.9455,-0.48009,0.10262,-0.7424,0.79624,1.03734,0.73109,5.10038,0.03636,1.00531,0.01607,-0.00198,0.89024,0,0.66419,0.33581,0,0.02895,-0.02895,NA,1.04557,0.92063,0,1,0.33581,0,0,-0.02895,NA,1,0.92063,0,5.65138,1.94862,0,0.17653,-0.17653,NA,1.03224,0.91693,5.65138,0.17653,1.03224,0.02556,0.0025,1.14768,0,0.7203,0.39697,0,0.0993,0.04169,NA,1.1651,1.1304,0,1,0.39697,0,0,0.04169,NA,1,1.1304,0,5.99967,2.31996,0,0.60354,0.25048,NA,1.11432,1.13592,5.98887,0.60354,1.11137,0.01011,-0.00647,0.69055,0,0.60303,0.2797,0,-0.04169,-0.0993,NA,0.93831,0.74979,0,1,0.2797,0,0,-0.0993,NA,1,0.74979,0,5.32332,1.63672,0,-0.25048,-0.60354,NA,0.95621,0.74016,5.31389,-0.25048,0.95311
23.1,3,3,ag2 1 ag3 0,0.00035,0.01754,6.00E-05,-0.00448,1.20693,0.7965,0.23491,0.39489,0.3702,-0.00391,0.06391,-0.06,0.98363,1.19309,0.86053,1,0.58705,0.3702,0,0.06908,-0.06,1,1.13337,0.86053,2.11385,3.33683,2.24932,-0.10448,0.49987,-0.39538,0.9529,1.1762,0.8505,5.45068,0.39538,1.07821,0.00227,0.02753,0.00017,0.00075,1.40266,1.03933,0.27965,0.44313,0.418,0.04587,0.11788,-0.00436,1.21866,1.38041,0.9925,1,0.63436,0.418,0,0.12405,-0.00436,1,1.25013,0.9925,2.45524,3.69276,2.55756,0.27646,0.89605,-0.03684,1.14039,1.33369,0.98908,5.74247,0.75393,1.15112,5.00E-05,0.01117,-5.00E-05,-0.00971,1.03851,0.6104,0.19538,0.34862,0.32482,-0.05367,0.00956,-0.11527,0.79392,1.03119,0.74611,1,0.53807,0.32482,0,0.01368,-0.11527,1,1.02751,0.74611,1.81992,3.01522,1.97822,-0.48542,0.10368,-0.75393,0.79624,1.0373,0.73134,5.1589,0.03684,1.0053,0.01593,-0.00196,0.89024,0,0.66326,0.33674,0,0.02915,-0.02915,NA,1.04597,0.92033,0,1,0.33674,0,0,-0.02915,NA,1,0.92033,0,5.71775,1.98225,0,0.17943,-0.17943,NA,1.0324,0.917,5.71775,0.17943,1.0324,0.02536,0.00248,1.14768,0,0.71961,0.39815,0,0.09967,0.04166,NA,1.16607,1.12985,0,1,0.39815,0,0,0.04166,NA,1,1.12985,0,6.07192,2.35978,0,0.61349,0.25463,NA,1.1149,1.13583,6.06089,0.61349,1.11192,0.01,-0.00641,0.69055,0,0.60185,0.28039,0,-0.04166,-0.09967,NA,0.93824,0.74967,0,1,0.28039,0,0,-0.09967,NA,1,0.74967,0,5.38425,1.66511,0,-0.25463,-0.61349,NA,0.956,0.74033,5.37462,-0.25463,0.95288
23.4,3,3,ag2 1 ag3 0,0.00034,0.01737,6.00E-05,-0.00444,1.20693,0.7965,0.23451,0.39426,0.37123,-0.00378,0.06375,-0.05997,0.98414,1.19288,0.86092,1,0.58705,0.37123,0,0.06906,-0.05997,1,1.13332,0.86092,2.13732,3.37629,2.28639,-0.10487,0.50625,-0.40139,0.95323,1.17639,0.85066,5.51361,0.40139,1.07851,0.00224,0.02729,0.00017,0.00074,1.40266,1.03933,0.27929,0.44259,0.41918,0.04601,0.11776,-0.00421,1.21982,1.38065,0.99286,1,0.63437,0.41918,0,0.12403,-0.00421,1,1.25008,0.99286,2.48324,3.73707,2.59942,0.28101,0.90779,-0.0373,1.14119,1.3342,0.98913,5.80994,0.76547,1.15173,5.00E-05,0.01106,-5.00E-05,-0.00962,1.03851,0.6104,0.19497,0.34792,0.32568,-0.05355,0.00936,-0.11535,0.79399,1.03065,0.74652,1,0.53807,0.32568,0,0.01366,-0.11535,1,1.02747,0.74652,1.83959,3.05035,2.01105,-0.49075,0.10472,-0.76547,0.79623,1.03725,0.73158,5.21729,0.0373,1.0053,0.01578,-0.00195,0.89024,0,0.66227,0.33773,0,0.02939,-0.02939,NA,1.04644,0.91994,0,1,0.33773,0,0,-0.02939,NA,1,0.91994,0,5.78403,2.01597,0,0.18236,-0.18236,NA,1.03255,0.91705,5.78403,0.18236,1.03255,0.02516,0.00246,1.14768,0,0.71889,0.39942,0,0.10008,0.0416,NA,1.16712,1.12923,0,1,0.39942,0,0,0.0416,NA,1,1.12923,0,6.14411,2.39973,0,0.62349,0.25877,NA,1.11547,1.13572,6.13284,0.62349,1.11246,0.0099,-0.00635,0.69055,0,0.60058,0.28111,0,-0.0416,-0.10008,NA,0.93823,0.74945,0,1,0.28111,0,0,-0.10008,NA,1,0.74945,0,5.44506,1.69358,0,-0.25877,-0.62349,NA,0.9558,0.74048,5.43522,-0.25877,0.95264
23.7,3,3,ag2 1 ag3 0,0.00034,0.01721,6.00E-05,-0.0044,1.20693,0.7965,0.23407,0.39377,0.37216,-0.00361,0.06392,-0.06031,0.98481,1.19379,0.86055,1,0.58708,0.37216,0,0.06908,-0.06031,1,1.13336,0.86055,2.16075,3.4157,2.32355,-0.10523,0.51264,-0.4074,0.95356,1.17658,0.85082,5.57645,0.4074,1.07882,0.00221,0.02705,0.00016,0.00074,1.40266,1.03933,0.27888,0.44217,0.42024,0.04618,0.11793,-0.00447,1.2212,1.38203,0.99226,1,0.63439,0.42024,0,0.12405,-0.00447,1,1.25012,0.99226,2.51121,3.78134,2.64138,0.28559,0.91952,-0.03777,1.14199,1.3347,0.98917,5.87733,0.77704,1.15234,5.00E-05,0.01094,-5.00E-05,-0.00953,1.03851,0.6104,0.19452,0.34737,0.32648,-0.05339,0.00953,-0.11577,0.79418,1.03118,0.74631,1,0.5381,0.32648,0,0.01368,-0.11577,1,1.02751,0.74631,1.85921,3.08541,2.04396,-0.49605,0.10575,-0.77704,0.79622,1.0372,0.73182,5.27557,0.03777,1.00529,0.01564,-0.00193,0.89024,0,0.66127,0.33873,0,0.02943,-0.02943,NA,1.04658,0.92006,0,1,0.33873,0,0,-0.02943,NA,1,0.92006,0,5.85021,2.04979,0,0.1853,-0.1853,NA,1.03271,0.91709,5.85021,0.1853,1.03271,0.02497,0.00244,1.14768,0,0.71812,0.40065,0,0.10028,0.04172,NA,1.16779,1.12915,0,1,0.40065,0,0,0.04172,NA,1,1.12915,0,6.21622,2.4398,0,0.63352,0.26292,NA,1.11604,1.13561,6.20472,0.63352,1.11301,0.0098,-0.0063,0.69055,0,0.59935,0.28188,0,-0.04172,-0.10028,NA,0.93795,0.74969,0,1,0.28188,0,0,-0.10028,NA,1,0.74969,0,5.50575,1.72212,0,-0.26292,-0.63352,NA,0.9556,0.74063,5.4957,-0.26292,0.95242
24,3,3,ag2 1 ag3 0,0.00033,0.01705,6.00E-05,-0.00436,1.20693,0.7965,0.23363,0.39323,0.37314,-0.00338,0.06413,-0.06075,0.98574,1.19486,0.85999,1,0.5871,0.37314,0,0.0691,-0.06075,1,1.1334,0.85999,2.18414,3.45505,2.36081,-0.10558,0.51904,-0.41346,0.95389,1.17678,0.85097,5.63919,0.41346,1.07912,0.00218,0.02683,0.00016,0.00073,1.40266,1.03933,0.27848,0.44171,0.42137,0.04641,0.11816,-0.00483,1.22284,1.38371,0.99146,1,0.63441,0.42137,0,0.12407,-0.00483,1,1.25015,0.99146,2.53912,3.82556,2.68346,0.29018,0.93127,-0.03827,1.14278,1.3352,0.98921,5.94464,0.78865,1.15295,5.00E-05,0.01083,-5.00E-05,-0.00944,1.03851,0.6104,0.19406,0.34677,0.3273,-0.05315,0.00972,-0.11629,0.79461,1.03179,0.74595,1,0.53812,0.3273,0,0.01371,-0.11629,1,1.02755,0.74595,1.87878,3.12043,2.07696,-0.50134,0.10681,-0.78865,0.79622,1.03716,0.73204,5.33373,0.03827,1.00529,0.01551,-0.00191,0.89024,0,0.6602,0.3398,0,0.02952,-0.02952,NA,1.04681,0.92007,0,1,0.3398,0,0,-0.02952,NA,1,0.92007,0,5.91629,2.08371,0,0.18825,-0.18825,NA,1.03286,0.91714,5.91629,0.18825,1.03286,0.02478,0.00242,1.14768,0,0.71733,0.402,0,0.10056,0.04182,NA,1.16861,1.12909,0,1,0.402,0,0,0.04182,NA,1,1.12909,0,6.28826,2.48,0,0.64358,0.26708,NA,1.1166,1.1355,6.27651,0.64358,1.11354,0.0097,-0.00624,0.69055,0,0.598,0.28267,0,-0.04182,-0.10056,NA,0.9377,0.74974,0,1,0.28267,0,0,-0.10056,NA,1,0.74974,0,5.56632,1.75075,0,-0.26708,-0.64358,NA,0.95541,0.74078,5.55606,-0.26708,0.95219
24.3,3,3,ag2 1 ag3 0,0.00033,0.01689,6.00E-05,-0.00432,1.20693,0.7965,0.23326,0.3926,0.37414,-0.00325,0.06403,-0.06078,0.98626,1.19487,0.86025,1,0.5871,0.37414,0,0.06909,-0.06078,1,1.13338,0.86025,2.20748,3.49434,2.39818,-0.10592,0.52545,-0.41953,0.95422,1.17698,0.85111,5.70182,0.41953,1.07942,0.00215,0.0266,0.00016,0.00073,1.40266,1.03933,0.27815,0.44117,0.42252,0.04654,0.11809,-0.00475,1.22394,1.38415,0.99167,1,0.63441,0.42252,0,0.12406,-0.00475,1,1.25013,0.99167,2.567,3.86973,2.72566,0.29478,0.94303,-0.03877,1.14357,1.3357,0.98924,6.01186,0.80029,1.15355,5.00E-05,0.01072,-5.00E-05,-0.00936,1.03851,0.6104,0.19367,0.34606,0.32815,-0.05302,0.00959,-0.11643,0.79473,1.03148,0.74625,1,0.53812,0.32815,0,0.0137,-0.11643,1,1.02753,0.74625,1.89831,3.15537,2.11004,-0.50661,0.10786,-0.80029,0.79622,1.03712,0.73227,5.39179,0.03877,1.00529,0.01537,-0.0019,0.89024,0,0.65926,0.34074,0,0.02955,-0.02955,NA,1.04693,0.9202,0,1,0.34074,0,0,-0.02955,NA,1,0.9202,0,5.98227,2.11773,0,0.19121,-0.19121,NA,1.03302,0.91719,5.98227,0.19121,1.03302,0.02459,0.0024,1.14768,0,0.71663,0.40319,0,0.10075,0.04195,NA,1.16925,1.12908,0,1,0.40319,0,0,0.04195,NA,1,1.12908,0,6.36023,2.52032,0,0.65366,0.27124,NA,1.11716,1.13539,6.34824,0.65366,1.11407,0.00961,-0.00619,0.69055,0,0.59681,0.28337,0,-0.04195,-0.10075,NA,0.9374,0.74996,0,1,0.28337,0,0,-0.10075,NA,1,0.74996,0,5.62676,1.77945,0,-0.27124,-0.65366,NA,0.95521,0.74092,5.61629,-0.27124,0.95196
24.6,3,3,ag2 1 ag3 0,0.00033,0.01674,6.00E-05,-0.00428,1.20693,0.7965,0.23289,0.39189,0.37522,-0.00315,0.06378,-0.06063,0.98665,1.19439,0.86089,1,0.58711,0.37522,0,0.0691,-0.06063,1,1.1334,0.86089,2.23079,3.53357,2.43565,-0.10623,0.53184,-0.4256,0.95454,1.17718,0.85125,5.76435,0.4256,1.07972,0.00213,0.02638,0.00016,0.00072,1.40266,1.03933,0.2778,0.44055,0.42373,0.04661,0.11786,-0.00452,1.22479,1.384,0.99226,1,0.63442,0.42373,0,0.12407,-0.00452,1,1.25015,0.99226,2.59484,3.91383,2.76798,0.2994,0.95478,-0.03927,1.14435,1.3362,0.98927,6.07899,0.81194,1.15414,5.00E-05,0.01062,-5.00E-05,-0.00928,1.03851,0.6104,0.1933,0.34529,0.32909,-0.0529,0.00932,-0.11636,0.79482,1.03075,0.74692,1,0.53813,0.32909,0,0.01371,-0.11636,1,1.02755,0.74692,1.91781,3.19025,2.14322,-0.51187,0.1089,-0.81194,0.79622,1.03708,0.73249,5.44972,0.03927,1.0053,0.01524,-0.00188,0.89024,0,0.65829,0.34171,0,0.02976,-0.02976,NA,1.04735,0.91989,0,1,0.34171,0,0,-0.02976,NA,1,0.91989,0,6.04814,2.15186,0,0.19417,-0.19417,NA,1.03317,0.91723,6.04814,0.19417,1.03317,0.02441,0.00238,1.14768,0,0.7159,0.4044,0,0.10114,0.04192,NA,1.17027,1.12859,0,1,0.4044,0,0,0.04192,NA,1,1.12859,0,6.43212,2.56078,0,0.66377,0.27542,NA,1.11772,1.13529,6.41988,0.66377,1.1146,0.00952,-0.00614,0.69055,0,0.5956,0.2841,0,-0.04192,-0.10114,NA,0.93734,0.74978,0,1,0.2841,0,0,-0.10114,NA,1,0.74978,0,5.68708,1.80824,0,-0.27542,-0.66377,NA,0.95502,0.74106,5.6764,-0.27542,0.95174
24.9,3,3,ag2 1 ag3 0,0.00032,0.01659,6.00E-05,-0.00424,1.20693,0.7965,0.23265,0.39131,0.37604,-0.00295,0.06377,-0.06082,0.98748,1.19469,0.86078,1,0.58711,0.37604,0,0.06909,-0.06082,1,1.13337,0.86078,2.25406,3.57273,2.47321,-0.10655,0.53822,-0.43167,0.95487,1.17737,0.8514,5.82679,0.43167,1.08001,0.0021,0.02617,0.00016,0.00072,1.40266,1.03933,0.27763,0.44006,0.42471,0.04681,0.11789,-0.00459,1.22632,1.38482,0.99207,1,0.63442,0.42471,0,0.12406,-0.00459,1,1.25013,0.99207,2.62266,3.95788,2.8104,0.30403,0.96651,-0.03975,1.14513,1.33668,0.98931,6.14603,0.82359,1.15473,5.00E-05,0.01051,-5.00E-05,-0.00919,1.03851,0.6104,0.19301,0.34464,0.32975,-0.0527,0.00927,-0.11667,0.79516,1.03067,0.74687,1,0.53813,0.32975,0,0.01369,-0.11667,1,1.02752,0.74687,1.93727,3.22505,2.17648,-0.51712,0.10992,-0.82359,0.79622,1.03704,0.73271,5.50754,0.03975,1.00529,0.01511,-0.00186,0.89024,0,0.65702,0.34298,0,0.02945,-0.02945,NA,1.04693,0.92092,0,1,0.34298,0,0,-0.02945,NA,1,0.92092,0,6.1139,2.1861,0,0.19713,-0.19713,NA,1.03332,0.91728,6.1139,0.19713,1.03332,0.02423,0.00236,1.14768,0,0.71489,0.40592,0,0.10099,0.04239,NA,1.1703,1.12968,0,1,0.40592,0,0,0.04239,NA,1,1.12968,0,6.50392,2.60138,0,0.67388,0.27962,NA,1.11826,1.13519,6.49144,0.67388,1.11512,0.00943,-0.00609,0.69055,0,0.59408,0.28511,0,-0.04239,-0.10099,NA,0.93656,0.75075,0,1,0.28511,0,0,-0.10099,NA,1,0.75075,0,5.74727,1.83711,0,-0.27962,-0.67388,NA,0.95482,0.74121,5.73637,-0.27962,0.95152
25.2,3,3,ag2 1 ag3 0,0.00032,0.01644,5.00E-05,-0.0042,1.20693,0.7965,0.23217,0.39071,0.37712,-0.00302,0.06379,-0.06077,0.98716,1.19512,0.86122,1,0.58712,0.37712,0,0.0691,-0.06077,1,1.13339,0.86122,2.2773,3.61183,2.51087,-0.10684,0.5446,-0.43776,0.95519,1.17755,0.85154,5.88913,0.43776,1.0803,0.00208,0.02596,0.00015,0.00071,1.40266,1.03933,0.27718,0.43952,0.42593,0.04673,0.11793,-0.00447,1.22636,1.38575,0.9924,1,0.63444,0.42593,0,0.12408,-0.00447,1,1.25015,0.9924,2.65045,4.00188,2.85293,0.30867,0.97826,-0.04025,1.14589,1.33717,0.98935,6.213,0.83527,1.15531,5.00E-05,0.01041,-5.00E-05,-0.00911,1.03851,0.6104,0.19253,0.34399,0.33068,-0.05276,0.00927,-0.11668,0.79461,1.03072,0.74738,1,0.53814,0.33068,0,0.0137,-0.11668,1,1.02754,0.74738,1.95669,3.2598,2.20982,-0.52235,0.11094,-0.83527,0.79622,1.03699,0.73292,5.56527,0.04025,1.00529,0.01499,-0.00185,0.89024,0,0.65597,0.34403,0,0.02951,-0.02951,NA,1.04711,0.921,0,1,0.34403,0,0,-0.02951,NA,1,0.921,0,6.17955,2.22045,0,0.20008,-0.20008,NA,1.03346,0.91734,6.17955,0.20008,1.03346,0.02405,0.00235,1.14768,0,0.71408,0.40722,0,0.10119,0.04247,NA,1.17097,1.12955,0,1,0.40722,0,0,0.04247,NA,1,1.12955,0,6.57564,2.64211,0,0.68401,0.28384,NA,1.1188,1.1351,6.5629,0.68401,1.11563,0.00934,-0.00604,0.69055,0,0.59278,0.28592,0,-0.04247,-0.10119,NA,0.93635,0.75096,0,1,0.28592,0,0,-0.10119,NA,1,0.75096,0,5.80733,1.86608,0,-0.28384,-0.68401,NA,0.95463,0.74136,5.79621,-0.28384,0.9513
25.5,3,3,ag2 1 ag3 0,0.00032,0.01629,5.00E-05,-0.00416,1.20693,0.7965,0.23178,0.39005,0.37817,-0.00284,0.06363,-0.06079,0.9879,1.19493,0.86151,1,0.58712,0.37817,0,0.0691,-0.06079,1,1.13339,0.86151,2.3005,3.65087,2.54863,-0.10713,0.55097,-0.44383,0.9555,1.17774,0.85168,5.95137,0.44383,1.08059,0.00205,0.02575,0.00015,0.00071,1.40266,1.03933,0.27682,0.43895,0.42715,0.04689,0.11782,-0.0044,1.22762,1.38602,0.99263,1,0.63444,0.42715,0,0.12407,-0.0044,1,1.25015,0.99263,2.67819,4.04582,2.89559,0.31331,0.98999,-0.04072,1.14665,1.33764,0.98939,6.27987,0.84695,1.15589,5.00E-05,0.01031,-4.00E-05,-0.00904,1.03851,0.6104,0.19212,0.34326,0.33155,-0.05255,0.00906,-0.11679,0.79498,1.03019,0.74771,1,0.53814,0.33155,0,0.0137,-0.11679,1,1.02754,0.74771,1.97607,3.29447,2.24325,-0.52758,0.11195,-0.84695,0.79622,1.03695,0.73314,5.62286,0.04072,1.00529,0.01486,-0.00183,0.89024,0,0.65505,0.34495,0,0.02963,-0.02963,NA,1.04738,0.9209,0,1,0.34495,0,0,-0.02963,NA,1,0.9209,0,6.24511,2.25489,0,0.20304,-0.20304,NA,1.0336,0.91739,6.24511,0.20304,1.0336,0.02388,0.00233,1.14768,0,0.7134,0.40838,0,0.10142,0.04247,NA,1.1717,1.12916,0,1,0.40838,0,0,0.04247,NA,1,1.12916,0,6.64728,2.68296,0,0.69415,0.28807,NA,1.11933,1.13501,6.63429,0.69415,1.11613,0.00925,-0.00599,0.69055,0,0.59162,0.2866,0,-0.04247,-0.10142,NA,0.93624,0.75105,0,1,0.2866,0,0,-0.10142,NA,1,0.75105,0,5.86727,1.89512,0,-0.28807,-0.69415,NA,0.95444,0.7415,5.85593,-0.28807,0.95108
25.8,3,3,ag2 1 ag3 0,0.00031,0.01615,5.00E-05,-0.00413,1.20693,0.7965,0.23144,0.38951,0.37905,-0.0026,0.06361,-0.06101,0.98889,1.19518,0.86136,1,0.58713,0.37905,0,0.06911,-0.06101,1,1.13341,0.86136,2.32366,3.68985,2.58649,-0.1074,0.55733,-0.44993,0.95582,1.17792,0.85182,6.01351,0.44993,1.08087,0.00203,0.02555,0.00015,0.00071,1.40266,1.03933,0.27651,0.4385,0.42818,0.04711,0.11784,-0.00453,1.22922,1.38677,0.99234,1,0.63445,0.42818,0,0.12409,-0.00453,1,1.25017,0.99234,2.70591,4.0897,2.93835,0.31797,1.00172,-0.0412,1.14741,1.33812,0.98943,6.34667,0.85866,1.15646,5.00E-05,0.01021,-4.00E-05,-0.00896,1.03851,0.6104,0.19177,0.34265,0.33228,-0.05229,0.00901,-0.1171,0.79555,1.03006,0.74767,1,0.53815,0.33228,0,0.01371,-0.1171,1,1.02756,0.74767,1.99542,3.32909,2.27677,-0.53278,0.11294,-0.85866,0.79623,1.0369,0.73336,5.68035,0.0412,1.00529,0.01474,-0.00182,0.89024,0,0.65415,0.34585,0,0.02975,-0.02975,NA,1.04765,0.92079,0,1,0.34585,0,0,-0.02975,NA,1,0.92079,0,6.31057,2.28943,0,0.20601,-0.20601,NA,1.03375,0.91745,6.31057,0.20601,1.03375,0.02371,0.00231,1.14768,0,0.71274,0.40953,0,0.1017,0.04251,NA,1.17251,1.12888,0,1,0.40953,0,0,0.04251,NA,1,1.12888,0,6.71886,2.72394,0,0.70432,0.2923,NA,1.11986,1.13492,6.70561,0.70432,1.11663,0.00917,-0.00595,0.69055,0,0.59047,0.28726,0,-0.04251,-0.1017,NA,0.93608,0.75106,0,1,0.28726,0,0,-0.1017,NA,1,0.75106,0,5.92709,1.92424,0,-0.2923,-0.70432,NA,0.95425,0.74165,5.91553,-0.2923,0.95086
