timevar;Nats;Ntransitions;atlist;h1;h2;h3;P_1_to_1;P_1_to_2;P_1_to_3;P_diff_1_to_1;P_diff_1_to_2;P_diff_1_to_3;P_ratio_1_to_1;P_ratio_1_to_2;P_ratio_1_to_3;Visit_1_to_1;Visit_1_to_2;Visit_1_to_3;Visit_diff_1_to_1;Visit_diff_1_to_2;Visit_diff_1_to_3;Visit_ratio_1_to_1;Visit_ratio_1_to_2;Visit_ratio_1_to_3;Los_1_to_1;Los_1_to_2;Los_1_to_3;Los_diff_1_to_1;Los_diff_1_to_2;Los_diff_1_to_3;Los_ratio_1_to_1;Los_ratio_1_to_2;Los_ratio_1_to_3;User_1;User_diff_1;User_ratio_1;P_1_to_1_uci;P_1_to_2_uci;P_1_to_3_uci;P_diff_1_to_1_uci;P_diff_1_to_2_uci;P_diff_1_to_3_uci;P_ratio_1_to_1_uci;P_ratio_1_to_2_uci;P_ratio_1_to_3_uci;Visit_1_to_1_uci;Visit_1_to_2_uci;Visit_1_to_3_uci;Visit_diff_1_to_1_uci;Visit_diff_1_to_2_uci;Visit_diff_1_to_3_uci;Visit_ratio_1_to_1_uci;Visit_ratio_1_to_2_uci;Visit_ratio_1_to_3_uci;Los_1_to_1_uci;Los_1_to_2_uci;Los_1_to_3_uci;Los_diff_1_to_1_uci;Los_diff_1_to_2_uci;Los_diff_1_to_3_uci;Los_ratio_1_to_1_uci;Los_ratio_1_to_2_uci;Los_ratio_1_to_3_uci;User_1_uci;User_diff_1_uci;User_ratio_1_uci;P_1_to_1_lci;P_1_to_2_lci;P_1_to_3_lci;P_diff_1_to_1_lci;P_diff_1_to_2_lci;P_diff_1_to_3_lci;P_ratio_1_to_1_lci;P_ratio_1_to_2_lci;P_ratio_1_to_3_lci;Visit_1_to_1_lci;Visit_1_to_2_lci;Visit_1_to_3_lci;Visit_diff_1_to_1_lci;Visit_diff_1_to_2_lci;Visit_diff_1_to_3_lci;Visit_ratio_1_to_1_lci;Visit_ratio_1_to_2_lci;Visit_ratio_1_to_3_lci;Los_1_to_1_lci;Los_1_to_2_lci;Los_1_to_3_lci;Los_diff_1_to_1_lci;Los_diff_1_to_2_lci;Los_diff_1_to_3_lci;Los_ratio_1_to_1_lci;Los_ratio_1_to_2_lci;Los_ratio_1_to_3_lci;User_1_to_lci;User_diff_1_lci;User_ratio_1_lci;P_2_to_1;P_2_to_2;P_2_to_3;P_diff_2_to_1;P_diff_2_to_2;P_diff_2_to_3;P_ratio_2_to_1;P_ratio_2_to_2;P_ratio_2_to_3;Visit_2_to_1;Visit_2_to_2;Visit_2_to_3;Visit_diff_2_to_1;Visit_diff_2_to_2;Visit_diff_2_to_3;Visit_ratio_2_to_1;Visit_ratio_2_to_2;Visit_ratio_2_to_3;Los_2_to_1;Los_2_to_2;Los_2_to_3;Los_diff_2_to_1;Los_diff_2_to_2;Los_diff_2_to_3;Los_ratio_2_to_1;Los_ratio_2_to_2;Los_ratio_2_to_3;User_2;User_diff_2;User_ratio_2;P_2_to_1_uci;P_2_to_2_uci;P_2_to_3_uci;P_diff_2_to_1_uci;P_diff_2_to_2_uci;P_diff_2_to_3_uci;P_ratio_2_to_1_uci;P_ratio_2_to_2_uci;P_ratio_2_to_3_uci;Visit_2_to_1_uci;Visit_2_to_2_uci;Visit_2_to_3_uci;Visit_diff_2_to_1_uci;Visit_diff_2_to_2_uci;Visit_diff_2_to_3_uci;Visit_ratio_2_to_1_uci;Visit_ratio_2_to_2_uci;Visit_ratio_2_to_3_uci;Los_2_to_1_uci;Los_2_to_2_uci;Los_2_to_3_uci;Los_diff_2_to_1_uci;Los_diff_2_to_2_uci;Los_diff_2_to_3_uci;Los_ratio_2_to_1_uci;Los_ratio_2_to_2_uci;Los_ratio_2_to_3_uci;User_2_uci;User_diff_2_uci;User_ratio_2_uci;P_2_to_1_lci;P_2_to_2_lci;P_2_to_3_lci;P_diff_2_to_1_lci;P_diff_2_to_2_lci;P_diff_2_to_3_lci;P_ratio_2_to_1_lci;P_ratio_2_to_2_lci;P_ratio_2_to_3_lci;Visit_2_to_1_lci;Visit_2_to_2_lci;Visit_2_to_3_lci;Visit_diff_2_to_1_lci;Visit_diff_2_to_2_lci;Visit_diff_2_to_3_lci;Visit_ratio_2_to_1_lci;Visit_ratio_2_to_2_lci;Visit_ratio_2_to_3_lci;Los_2_to_1_lci;Los_2_to_2_lci;Los_2_to_3_lci;Los_diff_2_to_1_lci;Los_diff_2_to_2_lci;Los_diff_2_to_3_lci;Los_ratio_2_to_1_lci;Los_ratio_2_to_2_lci;Los_ratio_2_to_3_lci;User_2_to_lci;User_diff_2_lci;User_ratio_2_lci
5;3;3;ag2 1 ag3 0;0.00106;0.04602;0.04102;0.26606;0.44505;0.28889;-0.01746;0.0669;-0.04944;0.93956;1.17893;0.85608;1;0.58683;0.28889;0;0.07134;-0.04944;1;1.13942;0.85608;0.813;1.17071;0.51628;-0.06886;0.16515;-0.09629;0.92265;1.16567;0.84505;0.813;-0.06886;0.92265;0.30289;0.48331;0.33541;0.02315;0.12197;0.01009;1.08131;1.33329;1.02453;1;0.62415;0.33541;0;0.12285;0.01009;1;1.24458;1.02453;0.89902;1.25964;0.60564;0.02935;0.29131;0.01508;1.03221;1.29782;1.01876;0.89902;0.02935;1.03221;0.22923;0.40679;0.24237;-0.05807;0.01182;-0.10896;0.79781;1.02457;0.68764;1;0.54952;0.24237;0;0.01983;-0.10896;1;1.03426;0.68764;0.72699;1.08179;0.42692;-0.16707;0.03899;-0.20765;0.81308;1.03352;0.67135;0.72699;-0.16707;0.81308;0;0.75242;0.24758;0;0.0249;-0.0249;NA;1.03482;0.91243;0;1;0.24758;0;0;-0.0249;NA;1;0.91243;0;2.08324;0.41676;0;0.04323;-0.04323;NA;1.02142;0.91013;0;0;NA;0;0.79857;0.29373;0;0.08319;0.03339;NA;1.11604;1.12073;0;1;0.29373;0;0;0.03339;NA;1;1.12073;0;2.16372;0.49724;0;0.14491;0.05845;NA;1.07167;1.12535;0;0;NA;0;0.70627;0.20143;0;-0.03339;-0.08319;NA;0.9536;0.70412;0;1;0.20143;0;0;-0.08319;NA;1;0.70412;0;2.00276;0.33628;0;-0.05845;-0.14491;NA;0.97118;0.6949;0;0;NA
5.1;3;3;ag2 1 ag3 0;0.00104;0.04513;0.04026;0.26547;0.44415;0.29038;-0.01725;0.06687;-0.04962;0.94014;1.17927;0.85626;1;0.58685;0.29038;0;0.07134;-0.04962;1;1.13942;0.85626;0.82629;1.19294;0.53076;-0.06973;0.16849;-0.09876;0.92292;1.16592;0.84535;0.82629;-0.06973;0.92292;0.3024;0.48245;0.33712;0.02339;0.122;0.01015;1.08242;1.33412;1.02461;1;0.62415;0.33712;0;0.12284;0.01015;1;1.24456;1.02461;0.91411;1.28372;0.62244;0.03047;0.29737;0.01558;1.03294;1.29844;1.01891;0.91411;0.03047;1.03294;0.22855;0.40585;0.24364;-0.05788;0.01174;-0.10939;0.79786;1.02442;0.68792;1;0.54955;0.24364;0;0.01985;-0.10939;1;1.03429;0.68792;0.73847;1.10216;0.43909;-0.16993;0.03961;-0.21311;0.81289;1.03339;0.6718;0.73847;-0.16993;0.81289;0;0.75087;0.24913;0;0.025;-0.025;NA;1.03505;0.9126;0;1;0.24913;0;0;-0.025;NA;1;0.9126;0;2.12082;0.42918;0;0.04448;-0.04448;NA;1.02166;0.9102;0;0;NA;0;0.7974;0.29567;0;0.08376;0.03375;NA;1.11711;1.12135;0;1;0.29567;0;0;0.03375;NA;1;1.12135;0;2.20358;0.51194;0;0.14908;0.06013;NA;1.07245;1.12522;0;0;NA;0;0.70433;0.2026;0;-0.03375;-0.08376;NA;0.95299;0.70385;0;1;0.2026;0;0;-0.08376;NA;1;0.70385;0;2.03806;0.34642;0;-0.06013;-0.14908;NA;0.97087;0.69517;0;0;NA
5.2;3;3;ag2 1 ag3 0;0.00102;0.04428;0.03952;0.26488;0.44328;0.29184;-0.01699;0.0668;-0.04981;0.94089;1.17949;0.85642;1;0.58686;0.29184;0;0.07134;-0.04981;1;1.13942;0.85642;0.83955;1.21513;0.54532;-0.07058;0.17183;-0.10125;0.92319;1.16616;0.84565;0.83955;-0.07058;0.92319;0.30183;0.48167;0.33872;0.02374;0.12202;0.01028;1.08393;1.33487;1.02485;1;0.62416;0.33872;0;0.12284;0.01028;1;1.24456;1.02485;0.92918;1.30777;0.63931;0.03161;0.30344;0.01608;1.03368;1.29905;1.01905;0.92918;0.03161;1.03368;0.22793;0.40489;0.24496;-0.05772;0.01159;-0.10991;0.79785;1.02411;0.688;1;0.54957;0.24496;0;0.01984;-0.10991;1;1.03427;0.688;0.74992;1.12249;0.45133;-0.17278;0.04023;-0.21858;0.8127;1.03327;0.67224;0.74992;-0.17278;0.8127;0;0.74938;0.25062;0;0.02519;-0.02519;NA;1.03541;0.91247;0;1;0.25062;0;0;-0.02519;NA;1;0.91247;0;2.15833;0.44167;0;0.04573;-0.04573;NA;1.02189;0.91026;0;0;NA;0;0.79612;0.29735;0;0.08429;0.03391;NA;1.11815;1.1211;0;1;0.29735;0;0;0.03391;NA;1;1.1211;0;2.24338;0.52673;0;0.15328;0.06182;NA;1.07322;1.1251;0;0;NA;0;0.70265;0.20388;0;-0.03391;-0.08429;NA;0.95266;0.70384;0;1;0.20388;0;0;-0.08429;NA;1;0.70384;0;2.07327;0.35662;0;-0.06182;-0.15328;NA;0.97056;0.69542;0;0;NA
5.3;3;3;ag2 1 ag3 0;0.001;0.04346;0.03882;0.26427;0.44244;0.29329;-0.01683;0.06683;-0.04999;0.94131;1.17997;0.8566;1;0.58687;0.29329;0;0.07134;-0.04999;1;1.13942;0.8566;0.85278;1.23727;0.55995;-0.07143;0.17517;-0.10374;0.92346;1.16639;0.84593;0.85278;-0.07143;0.92346;0.30118;0.48087;0.3402;0.02394;0.12214;0.01035;1.08492;1.33606;1.02487;1;0.62417;0.3402;0;0.12285;0.01035;1;1.24458;1.02487;0.94422;1.33177;0.65627;0.03276;0.30951;0.0166;1.0344;1.29965;1.0192;0.94422;0.03276;1.0344;0.22735;0.40402;0.24638;-0.05761;0.01152;-0.11033;0.7977;1.02389;0.68833;1;0.54958;0.24638;0;0.01984;-0.11033;1;1.03426;0.68833;0.76134;1.14277;0.46363;-0.17562;0.04084;-0.22408;0.81251;1.03314;0.67265;0.76134;-0.17562;0.81251;0;0.74795;0.25205;0;0.02534;-0.02534;NA;1.0357;0.91246;0;1;0.25205;0;0;-0.02534;NA;1;0.91246;0;2.19576;0.45424;0;0.047;-0.047;NA;1.02212;0.91032;0;0;NA;0;0.79492;0.29901;0;0.08475;0.03407;NA;1.11907;1.121;0;1;0.29901;0;0;0.03407;NA;1;1.121;0;2.28312;0.54161;0;0.1575;0.06351;NA;1.07397;1.12499;0;0;NA;0;0.70099;0.20508;0;-0.03407;-0.08475;NA;0.95232;0.70392;0;1;0.20508;0;0;-0.08475;NA;1;0.70392;0;2.1084;0.36688;0;-0.06351;-0.1575;NA;0.97026;0.69566;0;0;NA
5.4;3;3;ag2 1 ag3 0;0.00099;0.04268;0.03814;0.26368;0.44158;0.29474;-0.01663;0.06678;-0.05015;0.94189;1.18024;0.85683;1;0.58688;0.29474;0;0.07135;-0.05015;1;1.13942;0.85683;0.86598;1.25937;0.57465;-0.07227;0.17851;-0.10625;0.92373;1.16663;0.8462;0.86598;-0.07227;0.92373;0.30061;0.48006;0.34177;0.02417;0.12215;0.01042;1.08603;1.33684;1.02496;1;0.62418;0.34177;0;0.12286;0.01042;1;1.2446;1.02496;0.95923;1.35574;0.6733;0.03392;0.31558;0.01711;1.03512;1.30025;1.01934;0.95923;0.03392;1.03512;0.22676;0.40311;0.2477;-0.05743;0.01141;-0.11072;0.79776;1.02364;0.68871;1;0.54959;0.2477;0;0.01983;-0.11072;1;1.03425;0.68871;0.77272;1.16301;0.476;-0.17846;0.04145;-0.22961;0.81234;1.03301;0.67306;0.77272;-0.17846;0.81234;0;0.74653;0.25347;0;0.02545;-0.02545;NA;1.03593;0.91252;0;1;0.25347;0;0;-0.02545;NA;1;0.91252;0;2.23312;0.46688;0;0.04827;-0.04827;NA;1.02234;0.91038;0;0;NA;0;0.79364;0.30058;0;0.08496;0.03406;NA;1.11964;1.12025;0;1;0.30058;0;0;0.03406;NA;1;1.12025;0;2.3228;0.55656;0;0.16174;0.06521;NA;1.07472;1.12487;0;0;NA;0;0.69942;0.20636;0;-0.03406;-0.08496;NA;0.95222;0.70479;0;1;0.20636;0;0;-0.08496;NA;1;0.70479;0;2.14344;0.3772;0;-0.06521;-0.16174;NA;0.96997;0.69589;0;0;NA
5.5;3;3;ag2 1 ag3 0;0.00097;0.04192;0.03748;0.26309;0.44077;0.29613;-0.01646;0.06673;-0.05027;0.94233;1.18048;0.8571;1;0.5869;0.29613;0;0.07135;-0.05027;1;1.13943;0.8571;0.87915;1.28143;0.58942;-0.07309;0.18185;-0.10876;0.924;1.16686;0.84647;0.87915;-0.07309;0.924;0.30009;0.4793;0.34335;0.02439;0.12208;0.01039;1.08702;1.33734;1.02485;1;0.6242;0.34335;0;0.12287;0.01039;1;1.2446;1.02485;0.97421;1.37966;0.69041;0.0351;0.32165;0.01763;1.03583;1.30084;1.01947;0.97421;0.0351;1.03583;0.22609;0.40225;0.24892;-0.05731;0.01138;-0.11093;0.79763;1.02363;0.68935;1;0.5496;0.24892;0;0.01983;-0.11093;1;1.03426;0.68935;0.78408;1.1832;0.48843;-0.18129;0.04205;-0.23514;0.81216;1.03288;0.67346;0.78408;-0.18129;0.81216;0;0.74511;0.25489;0;0.02554;-0.02554;NA;1.03613;0.9127;0;1;0.25489;0;0;-0.02554;NA;1;0.9127;0;2.27041;0.47959;0;0.04954;-0.04954;NA;1.02256;0.91044;0;0;NA;0;0.79251;0.30228;0;0.0854;0.03433;NA;1.12051;1.12063;0;1;0.30228;0;0;0.03433;NA;1;1.12063;0;2.36242;0.57159;0;0.166;0.06692;NA;1.07545;1.12474;0;0;NA;0;0.69772;0.20749;0;-0.03433;-0.0854;NA;0.95176;0.70478;0;1;0.20749;0;0;-0.0854;NA;1;0.70478;0;2.17841;0.38758;0;-0.06692;-0.166;NA;0.96968;0.69613;0;0;NA
5.6;3;3;ag2 1 ag3 0;0.00095;0.0412;0.03685;0.26253;0.43999;0.29748;-0.01628;0.06671;-0.05042;0.94282;1.1808;0.85729;1;0.58691;0.29748;0;0.07135;-0.05042;1;1.13943;0.85729;0.89229;1.30345;0.60426;-0.07391;0.18519;-0.11127;0.92426;1.16709;0.84673;0.89229;-0.07391;0.92426;0.29957;0.47857;0.34478;0.0246;0.12214;0.01041;1.08806;1.33829;1.02478;1;0.6242;0.34478;0;0.12286;0.01041;1;1.24457;1.02478;0.98917;1.40355;0.7076;0.03628;0.32773;0.01815;1.03653;1.30143;1.01959;0.98917;0.03628;1.03653;0.22549;0.40142;0.25018;-0.05717;0.01127;-0.11126;0.79759;1.0233;0.68979;1;0.54962;0.25018;0;0.01985;-0.11126;1;1.03429;0.68979;0.7954;1.20335;0.50093;-0.18411;0.04265;-0.24069;0.81199;1.03276;0.67386;0.7954;-0.18411;0.81199;0;0.74369;0.25631;0;0.02558;-0.02557;NA;1.03627;0.91306;0;1;0.25631;0;0;-0.02557;NA;1;0.91306;0;2.30763;0.49237;0;0.05082;-0.05082;NA;1.02278;0.9105;0;0;NA;0;0.79122;0.30384;0;0.08571;0.03456;NA;1.12121;1.12086;0;1;0.30384;0;0;0.03456;NA;1;1.12086;0;2.40197;0.58671;0;0.17027;0.06864;NA;1.07616;1.12464;0;0;NA;0;0.69616;0.20878;0;-0.03456;-0.08571;NA;0.95133;0.70525;0;1;0.20878;0;0;-0.08571;NA;1;0.70525;0;2.21329;0.39803;0;-0.06864;-0.17027;NA;0.9694;0.69636;0;0;NA
5.7;3;3;ag2 1 ag3 0;0.00093;0.0405;0.03625;0.26197;0.43919;0.29884;-0.01616;0.06668;-0.05052;0.94313;1.18111;0.85761;1;0.58692;0.29884;0;0.07135;-0.05052;1;1.13943;0.85761;0.9054;1.32543;0.61917;-0.07472;0.18852;-0.1138;0.92453;1.16732;0.84698;0.9054;-0.07472;0.92453;0.29904;0.47788;0.3463;0.02477;0.12225;0.01054;1.08889;1.33932;1.02509;1;0.6242;0.3463;0;0.12286;0.01054;1;1.24457;1.02509;1.0041;1.4274;0.72485;0.03748;0.3338;0.01866;1.03723;1.302;1.01971;1.0041;0.03748;1.03723;0.2249;0.40051;0.25137;-0.05709;0.01111;-0.11158;0.79737;1.02291;0.69013;1;0.54963;0.25137;0;0.01985;-0.11158;1;1.03429;0.69013;0.8067;1.22346;0.51349;-0.18693;0.04324;-0.24626;0.81183;1.03263;0.67425;0.8067;-0.18693;0.81183;0;0.74231;0.25768;0;0.0257;-0.0257;NA;1.03652;0.9131;0;1;0.25768;0;0;-0.0257;NA;1;0.9131;0;2.34478;0.50522;0;0.0521;-0.0521;NA;1.02299;0.91057;0;0;NA;0;0.79012;0.30549;0;0.08614;0.03474;NA;1.12209;1.12084;0;1;0.30549;0;0;0.03474;NA;1;1.12084;0;2.44147;0.60191;0;0.17457;0.07037;NA;1.07687;1.12454;0;0;NA;0;0.69451;0.20988;0;-0.03474;-0.08614;NA;0.95096;0.70536;0;1;0.20988;0;0;-0.08614;NA;1;0.70536;0;2.24809;0.40853;0;-0.07037;-0.17457;NA;0.96911;0.6966;0;0;NA
5.8;3;3;ag2 1 ag3 0;0.00092;0.03983;0.03566;0.26146;0.43839;0.30015;-0.01596;0.06663;-0.05068;0.94372;1.18137;0.85779;1;0.58693;0.30015;0;0.07135;-0.05068;1;1.13942;0.85779;0.91849;1.34737;0.63415;-0.07553;0.19186;-0.11633;0.92479;1.16754;0.84723;0.91849;-0.07553;0.92479;0.29853;0.47709;0.34771;0.02494;0.12226;0.0107;1.08976;1.34012;1.02538;1;0.62422;0.34771;0;0.12286;0.0107;1;1.24457;1.02538;1.01901;1.45122;0.74219;0.03868;0.33988;0.01919;1.03791;1.30258;1.01983;1.01901;0.03868;1.03791;0.22439;0.39969;0.25259;-0.05686;0.01101;-0.11205;0.79769;1.02261;0.6902;1;0.54963;0.25259;0;0.01984;-0.11205;1;1.03428;0.6902;0.81796;1.24352;0.5261;-0.18974;0.04383;-0.25184;0.81166;1.03251;0.67463;0.81796;-0.18974;0.81166;0;0.74101;0.25899;0;0.02587;-0.02587;NA;1.03684;0.91296;0;1;0.25899;0;0;-0.02587;NA;1;0.91296;0;2.38186;0.51814;0;0.05339;-0.05339;NA;1.0232;0.91063;0;0;NA;0;0.78893;0.30692;0;0.08651;0.03477;NA;1.12288;1.12031;0;1;0.30692;0;0;0.03477;NA;1;1.12031;0;2.48091;0.61718;0;0.17888;0.0721;NA;1.07756;1.12443;0;0;NA;0;0.69308;0.21107;0;-0.03477;-0.08651;NA;0.95081;0.7056;0;1;0.21107;0;0;-0.08651;NA;1;0.7056;0;2.28282;0.41909;0;-0.0721;-0.17888;NA;0.96884;0.69682;0;0;NA
5.9;3;3;ag2 1 ag3 0;0.0009;0.03918;0.0351;0.26093;0.4376;0.30147;-0.01575;0.06657;-0.05082;0.94431;1.18158;0.85798;1;0.58693;0.30147;0;0.07135;-0.05082;1;1.13942;0.85798;0.93154;1.36927;0.64919;-0.07632;0.19519;-0.11887;0.92505;1.16776;0.84748;0.93154;-0.07632;0.92505;0.29801;0.47636;0.34908;0.02509;0.1223;0.01069;1.09055;1.34102;1.02521;1;0.62422;0.34908;0;0.12285;0.01069;1;1.24455;1.02521;1.03388;1.475;0.75959;0.03989;0.34597;0.01972;1.03859;1.30314;1.01995;1.03388;0.03989;1.03859;0.22385;0.39884;0.25386;-0.0566;0.01084;-0.11233;0.79807;1.02214;0.69075;1;0.54965;0.25386;0;0.01985;-0.11233;1;1.03429;0.69075;0.82921;1.26354;0.53878;-0.19253;0.0444;-0.25745;0.81151;1.03238;0.675;0.82921;-0.19253;0.81151;0;0.7397;0.2603;0;0.02591;-0.02591;NA;1.03699;0.91322;0;1;0.2603;0;0;-0.02591;NA;1;0.91322;0;2.41888;0.53112;0;0.05468;-0.05468;NA;1.02341;0.91069;0;0;NA;0;0.78791;0.30851;0;0.08685;0.03502;NA;1.12361;1.12061;0;1;0.30851;0;0;0.03502;NA;1;1.12061;0;2.52029;0.63253;0;0.18321;0.07384;NA;1.07825;1.12433;0;0;NA;0;0.69149;0.21209;0;-0.03502;-0.08685;NA;0.95037;0.70583;0;1;0.21209;0;0;-0.08685;NA;1;0.70583;0;2.31747;0.42971;0;-0.07384;-0.18321;NA;0.96856;0.69704;0;0;NA
6;3;3;ag2 1 ag3 0;0.00089;0.03855;0.03455;0.26041;0.43681;0.30277;-0.01559;0.06651;-0.05092;0.94475;1.18178;0.85826;1;0.58694;0.30277;0;0.07135;-0.05092;1;1.13942;0.85826;0.94458;1.39113;0.66429;-0.0771;0.19851;-0.12141;0.92531;1.16797;0.84771;0.94458;-0.0771;0.92531;0.29752;0.4757;0.35058;0.02522;0.12236;0.01079;1.09128;1.34186;1.02541;1;0.62423;0.35058;0;0.12286;0.01079;1;1.24456;1.02541;1.04874;1.49874;0.77706;0.04111;0.35205;0.02025;1.03926;1.30371;1.02007;1.04874;0.04111;1.03926;0.2233;0.39793;0.25497;-0.0564;0.01067;-0.11263;0.79822;1.0217;0.69112;1;0.54966;0.25497;0;0.01984;-0.11263;1;1.03427;0.69112;0.84042;1.28352;0.55152;-0.19532;0.04498;-0.26307;0.81137;1.03224;0.67536;0.84042;-0.19532;0.81137;0;0.73839;0.26161;0;0.02599;-0.02599;NA;1.03718;0.91339;0;1;0.26161;0;0;-0.02599;NA;1;0.91339;0;2.45583;0.54417;0;0.05598;-0.05598;NA;1.02361;0.91075;0;0;NA;0;0.78683;0.31005;0;0.08726;0.03527;NA;1.12445;1.12093;0;1;0.31005;0;0;0.03527;NA;1;1.12093;0;2.55962;0.64795;0;0.18756;0.0756;NA;1.07892;1.12424;0;0;NA;0;0.68995;0.21317;0;-0.03527;-0.08726;NA;0.94991;0.70585;0;1;0.21317;0;0;-0.08726;NA;1;0.70585;0;2.35205;0.44038;0;-0.0756;-0.18756;NA;0.96829;0.69726;0;0;NA
6.1;3;3;ag2 1 ag3 0;0.00087;0.03795;0.03403;0.25991;0.43606;0.30403;-0.01541;0.06645;-0.05104;0.94528;1.18195;0.85849;1;0.58695;0.30403;0;0.07135;-0.05104;1;1.1394;0.85849;0.95759;1.41295;0.67946;-0.07788;0.20184;-0.12396;0.92557;1.16819;0.84795;0.95759;-0.07788;0.92557;0.29706;0.47502;0.352;0.02545;0.1223;0.01088;1.09241;1.34234;1.02556;1;0.62424;0.352;0;0.12284;0.01088;1;1.24452;1.02556;1.06357;1.52245;0.7946;0.04234;0.35813;0.02079;1.03992;1.30426;1.02018;1.06357;0.04234;1.03992;0.22276;0.39709;0.25606;-0.05627;0.0106;-0.11296;0.79815;1.02155;0.69142;1;0.54967;0.25606;0;0.01985;-0.11296;1;1.03429;0.69142;0.8516;1.30345;0.56432;-0.1981;0.04554;-0.2687;0.81123;1.03211;0.67572;0.8516;-0.1981;0.81123;0;0.73716;0.26284;0;0.02611;-0.02611;NA;1.03742;0.9134;0;1;0.26284;0;0;-0.02611;NA;1;0.9134;0;2.49272;0.55728;0;0.05728;-0.05728;NA;1.02381;0.91081;0;0;NA;0;0.78583;0.31151;0;0.0876;0.03538;NA;1.12517;1.12077;0;1;0.31151;0;0;0.03538;NA;1;1.12077;0;2.5989;0.66346;0;0.19193;0.07736;NA;1.07959;1.12416;0;0;NA;0;0.68849;0.21417;0;-0.03538;-0.0876;NA;0.94966;0.70602;0;1;0.21417;0;0;-0.0876;NA;1;0.70602;0;2.38654;0.4511;0;-0.07736;-0.19193;NA;0.96803;0.69746;0;0;NA
6.2;3;3;ag2 1 ag3 0;0.00086;0.03737;0.03352;0.25939;0.43535;0.30525;-0.01525;0.06636;-0.05111;0.94572;1.18202;0.85881;1;0.58697;0.30525;0;0.07135;-0.05111;1;1.1394;0.85881;0.97057;1.43474;0.69469;-0.07865;0.20516;-0.12651;0.92583;1.16839;0.84818;0.97057;-0.07865;0.92583;0.29657;0.47444;0.35339;0.02559;0.12235;0.01101;1.09317;1.34301;1.02584;1;0.62425;0.35339;0;0.12286;0.01101;1;1.24455;1.02584;1.07838;1.54613;0.81222;0.04358;0.36422;0.02133;1.04057;1.3048;1.02029;1.07838;0.04358;1.04057;0.22221;0.39627;0.25712;-0.0561;0.01037;-0.11322;0.79826;1.02103;0.69178;1;0.54968;0.25712;0;0.01983;-0.11322;1;1.03425;0.69178;0.86276;1.32335;0.57717;-0.20087;0.0461;-0.27435;0.8111;1.03198;0.67607;0.86276;-0.20087;0.8111;0;0.73595;0.26405;0;0.0262;-0.0262;NA;1.03762;0.91348;0;1;0.26405;0;0;-0.0262;NA;1;0.91348;0;2.52955;0.57045;0;0.05859;-0.05859;NA;1.024;0.91087;0;0;NA;0;0.78485;0.31294;0;0.08794;0.03553;NA;1.1259;1.12076;0;1;0.31294;0;0;0.03553;NA;1;1.12076;0;2.63813;0.67903;0;0.19631;0.07913;NA;1.08024;1.12408;0;0;NA;0;0.68706;0.21515;0;-0.03553;-0.08794;NA;0.94935;0.7062;0;1;0.21515;0;0;-0.08794;NA;1;0.7062;0;2.42097;0.46187;0;-0.07913;-0.19631;NA;0.96776;0.69767;0;0;NA
6.3;3;3;ag2 1 ag3 0;0.00085;0.03681;0.03303;0.2589;0.43462;0.30649;-0.01506;0.06627;-0.05121;0.94628;1.18209;0.85907;1;0.58698;0.30649;0;0.07135;-0.05121;1;1.13941;0.85907;0.98353;1.45649;0.70999;-0.0794;0.20847;-0.12907;0.92609;1.16859;0.84841;0.98353;-0.0794;0.92609;0.29606;0.47372;0.35463;0.02579;0.12227;0.01103;1.09416;1.34338;1.0258;1;0.62427;0.35463;0;0.12288;0.01103;1;1.24459;1.0258;1.09316;1.56977;0.8299;0.04483;0.3703;0.02187;1.04122;1.30534;1.0204;1.09316;0.04483;1.04122;0.22174;0.39551;0.25835;-0.05592;0.01027;-0.11344;0.7984;1.02081;0.69235;1;0.54969;0.25835;0;0.01982;-0.11344;1;1.03423;0.69235;0.8739;1.3432;0.59008;-0.20363;0.04665;-0.28001;0.81097;1.03184;0.67642;0.8739;-0.20363;0.81097;0;0.7347;0.2653;0;0.02624;-0.02624;NA;1.03775;0.91372;0;1;0.2653;0;0;-0.02624;NA;1;0.91372;0;2.56632;0.58368;0;0.0599;-0.0599;NA;1.02419;0.91093;0;0;NA;0;0.7838;0.3144;0;0.08812;0.03565;NA;1.12641;1.12057;0;1;0.3144;0;0;0.03565;NA;1;1.12057;0;2.6773;0.69467;0;0.20071;0.0809;NA;1.08088;1.12399;0;0;NA;0;0.6856;0.2162;0;-0.03565;-0.08812;NA;0.94908;0.70688;0;1;0.2162;0;0;-0.08812;NA;1;0.70688;0;2.45533;0.4727;0;-0.0809;-0.20071;NA;0.9675;0.69787;0;0;NA
